EDPD_ID	Data_Source_Type	Lineage_to_Display
EDPD00767	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00768	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00769	transcriptome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00704	genome	Eukaryota;Metamonada;FP clade;BF clade;Fornicata
EDPD00705	genome	Eukaryota;Metamonada;FP clade;Parabasalia
EDPD00706	genome	Eukaryota;Metamonada;FP clade;Parabasalia
EDPD00770	genome	Eukaryota;Metamonada;Preaxostyla
EDPD00708	transcriptome	Eukaryota;Metamonada;Preaxostyla
EDPD00771	transcriptome	Eukaryota;Metamonada;Preaxostyla
EDPD00698	transcriptome	Eukaryota;Malawimonadidae
EDPD00699	EST	Eukaryota;Malawimonadidae
EDPD00700	EST	Eukaryota;Malawimonadidae
EDPD00161	transcriptome	Eukaryota;Ancyromonadida
EDPD00162	transcriptome	Eukaryota;Ancyromonadida
EDPD00163	transcriptome	Eukaryota;Ancyromonadida
EDPD00696	single-cell transcriptome	Eukaryota;Hemimastigophora
EDPD00697	single-cell transcriptome	Eukaryota;Hemimastigophora
