EukProt_ID	Data_Source_Type	Lineage_to_Display	Genus_UniEuk	Epithet_UniEuk
EP00969	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	andersonii
EP00970	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Alexandrium	tamarense
EP00971	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Amphidinium	carterae
EP00972	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Heterocapsa	arctica
EP00973	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Karenia	brevis
EP00974	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	Lingulodinium	polyedra
EP00975	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	"Prorocentrum"	lima
EP00976	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Dinoflagellata	"Prorocentrum"	cordatum
EP00453	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Perkinsea	Perkinsus	chesapeaki
EP00454	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Alveolata;Myzozoa;DP clade;Perkinsea	Perkinsus	marinus
EP00935	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;MAST-01	N/A	N/A
EP00936	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;MAST-01	N/A	N/A
EP00937	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;MAST-01	N/A	N/A
EP00518	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Triparma	eleuthera
EP00519	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Triparma	laevis
EP00520	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Triparma	pacifica
EP00521	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Asterionellopsis	glacialis
EP00522	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Entomoneis	paludosa
EP00523	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Entomoneis	N/A
EP00525	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Craspedostauros	australis
EP00526	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cylindrotheca	closterium
EP00527	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Entomoneis	N/A
EP00528	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Fragilariopsis	cylindrus
EP00529	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Nitzschia	N/A
EP00530	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Phaeodactylum	tricornutum
EP00531	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	arenysensis
EP00532	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	australis
EP00533	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	delicatissima
EP00534	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	fraudulenta
EP00535	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	heimii
EP00536	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	multiseries
EP00537	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudo-nitzschia	pungens
EP00538	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Stauroneis	constricta
EP00539	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Tryblionella	compressa
EP00540	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Astrosyne	radiata
EP00541	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cyclophora	tenuis
EP00542	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Grammatophora	oceanica
EP00543	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Licmophora	paradoxa
EP00544	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Gedaniella	N/A
EP00545	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Synedropsis	N/A
EP00546	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassionema	frauenfeldii
EP00547	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassionema	nitzschioides
EP00548	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiothrix	antarctica
EP00549	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Striatella	unipunctata
EP00550	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Attheya	septentrionalis
EP00551	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	affinis
EP00552	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	brevis
EP00553	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	curvisetus
EP00554	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	debilis
EP00555	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	dichaeta
EP00557	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	N/A
EP00558	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	N/A
EP00559	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Dactyliosolen	fragilissimus
EP00560	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Eucampia	antarctica
EP00561	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Arcocellulus	cornucervis
EP00562	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Extubocellulus	spinifer
EP00563	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Minutocellus	polymorphus
EP00565	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Helicotheca	tamesis
EP00566	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Odontella	aurita
EP00567	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudictyota	dubia
EP00568	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Trieres	chinensis
EP00569	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Conticribra	weissflogii
EP00571	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Detonula	confervacea
EP00573	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Skeletonema	grethae
EP00574	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Skeletonema	japonicum
EP00577	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Skeletonema	N/A
EP00578	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	N/A
EP00579	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	antarctica
EP00580	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	gravida
EP00581	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	minuscula
EP00582	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	oceanica
EP00584	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	punctigera
EP00585	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	rotula
EP00586	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Coscinodiscus	wailesii
EP00587	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Corethron	hystrix
EP00588	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Corethron	pennatum
EP00590	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Aulacoseira	subarctica
EP00591	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Stephanopyxis	turris
EP00592	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Proboscia	alata
EP00593	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Proboscia	inermis
EP00594	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Rhizosolenia	setigera
EP00595	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chromulina	N/A
EP00596	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00597	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Dinobryon	N/A
EP00598	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pedospumella	elongata
EP00599	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Poterioochromonas	N/A
EP00600	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00601	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00602	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Paraphysomonas	N/A
EP00603	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Paraphysomonas	imperforata
EP00604	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Paraphysomonas	vestita
EP00605	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00606	single-cell genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00607	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Mallomonas	marina
EP00608	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Synchroma	pusillum
EP00609	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Ectocarpus	siliculosus
EP00610	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Laminaria	digitata
EP00611	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Tribonema	gayanum
EP00612	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Vaucheria	litorea
EP00613	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pedinella	N/A
EP00614	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudopedinella	elastica
EP00615	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pteridomonas	danica
EP00616	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Rhizochromulina	N/A
EP00617	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Octactis	speculum
EP00618	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Florenciella	parvula
EP00619	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Florenciella	N/A
EP00620	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Florenciella	N/A
EP00621	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Florenciella	N/A
EP00622	EST	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pseudochattonella	farcimen
EP00623	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Microchloropsis	gaditana
EP00624	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Nannochloropsis	granulata
EP00625	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Aureococcus	anophagefferens
EP00628	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00629	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00630	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chrysocystis	fragilis
EP00631	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chrysoreinhardia	giraudii
EP00632	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Arachnochrysis	N/A
EP00633	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Aureoumbra	lagunensis
EP00634	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Sargassococcus	N/A
EP00635	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	N/A	N/A
EP00636	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Phaeomonas	parva
EP00638	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chattonella	subsalsa
EP00639	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Heterosigma	akashiwo
EP00640	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Fibrocapsa	japonica
EP00751	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Fragilariopsis	kerguelensis
EP00752	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Nemacystus	decipiens
EP00797	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Seminavis	robusta
EP00804	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cyclotella	cryptica
EP00814	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Leptocylindrus	danicus
EP00815	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Leptocylindrus	aporus
EP00816	transcriptome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Leptocylindrus	hargravesii
EP00902	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Fistulifera	solaris
EP00903	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cladosiphon	okamuranus
EP00904	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Undaria	pinnatifida
EP00905	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Microchloropsis	salina
EP00934	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Nitzschia	N/A
EP00952	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Eustigmatos	N/A
EP00953	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Heterococcus	N/A
EP00956	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cyclotella	meneghiniana
EP00957	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Ditylum	brightwellii
EP00968	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pinguiococcus	pyrenoidosus
EP00977	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Amphora	coffeiformis
EP00978	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Attheya	N/A
EP00979	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chaetoceros	neogracilis
EP00980	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cylindrotheca	fusiformis
EP00981	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chlorochromonas	danica
EP00982	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pelagococcus	subviridis
EP00983	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pelagomonas	calceolata
EP00984	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Skeletonema	dohrnii
EP00985	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Skeletonema	marinoi
EP00986	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Skeletonema	menzelii
EP01030	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chromulinospumella	sphaerica
EP01031	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Cornospumella	fuschlensis
EP01032	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Pedospumella	encystans
EP01033	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Poteriospumella	lacustris
EP01034	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Spumella	vulgaris
EP01035	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chromulina 	nebulosa
EP01036	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Dinobryon	divergens
EP01037	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Dinobryon	pediforme
EP01038	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Epipyxis	N/A
EP01039	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Chlorochromonas 	danica
EP01040	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Poterioochromonas	malhamensis
EP01041	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Mallomonas	annulata
EP01042	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Synura 	sphagnicola
EP01082	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Ochrophyta	Thalassiosira	pseudonana
EP00641	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Albugo	candida
EP00642	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Albugo	laibachii
EP00643	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Hyaloperonospora	arabidopsidis
EP00644	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Phytophthora	capsici
EP00645	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Phytophthora	infestans
EP00646	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Phytophthora	ramorum
EP00647	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Phytophthora	sojae
EP00648	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Phytopythium	vexans
EP00649	genome	Eukaryota;Diaphoretickes;TSAR;Sar;AS clade;Stramenopiles;GOS clade;Gyrista;Peronosporomycetes	Plasmopara	halstedii
